text,label
I've got butterflies in my stomach today somehow,Fear
I just can't seem to shake off this nervousness,Fear
I feel a bit overwhelmed by my tasks today.,Fear
I'm not sure if I'll make it to the meeting.,Fear
I'm having trouble focusing on anything right now.,Fear
This uncertainty is making me really anxious.,Fear
I'm freaking out about this deadline tomorrow morning,Fear
My anxiety is through the roof today for some reason,Fear
I feel like I'm losing my mind right now,Fear
"This stress is literally killing me, I swear",Fear
I'm having a major panic attack right now help,Fear
"Today has been a disaster so far, honestly",Fear
"My thoughts are all over the place, it's exhausting",Fear
.My day is spiraling out of control quickly,Fear
.I feel like I'm going to throw up from anxiety,Fear
My mind is racing with all these tasks.,Fear
"I feel a little overwhelmed today, I think.",Fear
I'm not sure if I'm ready for this meeting.,Fear
I'm getting a bit anxious about the deadline.,Fear
I'm a little nervous about trying something new.,Fear
My anxiety is creeping in again for no reason apparently.,Fear
I'm starting to freak out about this upcoming exam somehow.,Fear
Why am I so nervous about this simple meeting today?,Fear
My day is stressing me out already.,Fear
Feeling pretty nervous about the meeting today.,Fear
Today is just one of those overwhelming days.,Fear
I'm starting to feel really anxious about tomorrow.,Fear
This project is giving me so much stress lately.,Fear
Feeling a bit uneasy about the upcoming exam,Fear
My day is already feeling overwhelming somehow today.,Fear
I feel pretty anxious about my job interview next week.,Fear
I'm worried that I forgot something important again today.,Fear
I feel really uneasy about meeting new people today apparently!,Fear
Today has been kind of anxious for no reason,Fear
I don't know why but I feel really nervous today,Fear
I'm worried that I won't meet this deadline it's close,Fear
I've been having trouble sleeping due to stress lately,Fear
My anxiety is acting up again ugh,Fear
I'm literally freaking out right now over nothing.,Fear
.my mind is racing nonstop and I hate it.,Fear
I'm having a major panic attack right now ugh!,Fear
.can't sleep because my thoughts are everywhere again,Fear
.my heart is beating way too fast and it hurts!,Fear
.feeling super anxious about this meeting today eek,Fear
.my worries are consuming me and it's exhausting!,Fear
.I just wanna crawl under a rock and hide,Fear
I'm feeling kinda stressed about the upcoming deadline.,Fear
Today feels overwhelming already and it's only morning,Fear
I'm getting a little anxious about this job interview tomorrow,Fear
I'm worried that I'll forget something important later,Fear
This presentation at work has me on edge today,Fear
I don't know why but I'm feeling really restless lately,Fear
My to-do list seems never-ending and it's stressing me out,Fear
My mind is racing with too many thoughts lately.,Fear
I feel a bit anxious about the upcoming test.,Fear
My to-do list is giving me some serious stress.,Fear
This week has been really tough on my nerves somehow.,Fear
I'm getting a bit nervous about the big presentation tomorrow.,Fear
I'm getting a little nervous about my exam tomorrow.,Fear
"My day isn't going as planned, feeling stressed.",Fear
Feeling kinda anxious about meeting new people tonight.,Fear
"I have a lot on my mind right now, ugh!",Fear
"My anxiety is spiking again, sigh...",Fear
Not feeling super confident about this presentation.,Fear
"Today is just not going smoothly, argh!",Fear
Feeling overwhelmed by all these deadlines looming...,Fear
Getting a bit uneasy about flying solo today...,Fear
I'm getting pretty stressed about this deadline today suddenly.,Fear
.My mind is racing with worst-case scenarios right now.,Fear
I feel kinda anxious waiting for these test results honestly,Fear
My heart is racing just thinking about tomorrow morning already,Fear
I feel overwhelmed by all these upcoming tasks honestly,Fear
I'm starting to worry that I made the wrong decision,Fear
My anxiety is kicking in big time tonight ugh,Fear
I'm feeling pretty on edge about this meeting tomorrow morning,Fear
I just can't shake off this uneasy feeling inside,Fear
I've been feeling really stressed out lately.,Fear
My to-do list is making me super anxious.,Fear
"I ""I don't know how much more of this uncertainty.""",Fear
"Today was tougher than I expected, honestly.",Fear
I'm worried that thing won't work out okay.,Fear
My mind keeps racing at night unfortunately.,Fear
This week has been one long headache.,Fear
I just can't seem to shake off this dread.,Fear
"Lately, nothing seems to be going right.",Fear
I've got butterflies in my stomach today.,Fear
"My day has been kinda stressful so far, honestly.",Fear
"Not sure what's wrong, but I'm feeling slightly off today.",Fear
I'm getting a bit anxious about this deadline looming.,Fear
"Today's been pretty chaotic, to be honest with you.",Fear
My mind's racing and I don't know why exactly.,Fear
Feeling a tad nervous about this presentation tonight.,Fear
"I've had better mornings, that's for sure, haha.",Fear
I'm just really hoping everything goes smoothly today.,Fear
I feel pretty anxious about my exams coming up.,Fear
Today's been stressing me out more than usual.,Fear
My anxiety is spiking for some reason lately.,Fear
Feeling overwhelmed by my to-do list right now.,Fear
Can't shake off the feeling of unease inside me.,Fear
Today's stress is taking a toll on my mood already.,Fear
Getting a bit freaked out by all these changes happening.,Fear
My mind is racing and I need some sleep badly.,Fear
Today has been pretty stressful for me so far honestly.,Fear
I feel like everything is going wrong right now ugh,Fear
My to-do list is giving me major anxiety vibes,Fear
I'm not looking forward to this meeting at all tbh,Fear
I have a bad feeling about something but idk what,Fear
This week is going by way too slowly for me,Fear
I just want to relax and unwind after today,Fear
My stress levels are pretty high today already.,Fear
I'm worried I won't meet this deadline on time.,Fear
This traffic is making me really frustrated right now.,Fear
I'm having trouble focusing due to all the noise.,Fear
My day is feeling kinda stressful so far.,Fear
Today has been pretty overwhelming for me already.,Fear
I'm feeling a bit on edge about the meeting.,Fear
This week is shaping up to be pretty busy.,Fear
Today's schedule is making me kinda uneasy.,Fear
I'm starting to feel a little frazzled already.,Fear
My to-do list is stressing me out a bit.,Fear
3\. Today has been kinda stressful for me so far.,Fear
4\. I'm getting a bit nervous about my interview tomorrow.,Fear
6\. My anxiety is starting to kick in again lately.,Fear
9\. This uncertainty is really getting to me somehow.,Fear
I feel kinda overwhelmed with schoolwork at the moment.,Fear
Today's been stressing me out more than usual somehow.,Fear
My anxiety is getting worse by the day it feels.,Fear
This upcoming exam is making me super anxious already.,Fear
I'm worried about not meeting the project deadline tomorrow.,Fear
I feel like everything is falling apart around me today.,Fear
All these problems are weighing heavily on my mind lately,Fear
I have a bad feeling about tomorrow's test.,Fear
I'm getting anxious about the party tonight honestly.,Fear
This week is already feeling really long to me.,Fear
I'm worried I won't meet my goals this month.,Fear
I'm starting to get nervous about the future a bit.,Fear
Today's just been a really overwhelming day so far.,Fear
"I'm feeling a bit overwhelmed today, to be honest.",Fear
My mind keeps racing and I need sleep badly now,Fear
I feel like there's too much on my plate suddenly,Fear
This week is already stressing me out so much,Fear
I'm not sure if I can meet this tight deadline,Fear
I'm getting a bit worried about my upcoming exam,Fear
I feel like something bad might happen any minute now,Fear
My stomach is all knots thinking about tomorrow's meeting,Fear
I'm starting to feel really uneasy about this whole thing,Fear
I'm getting a little anxious about my upcoming exam.,Fear
"Today's been okay, but I'm worried about tomorrow's meeting.",Fear
"My anxiety's been acting up something fierce lately, ugh.",Fear
This uncertainty is really getting under my skin lately.,Fear
"My nerves are getting the better of me today, sigh.",Fear
Feeling kinda anxious about this upcoming deadline today,Fear
Too many things on my plate right now,Fear
I'm getting really nervous about public speaking again,Fear
Not sure if i can handle this much stress anymore,Fear
My heart is racing and I feel really overwhelmed,Fear
I'm worried that I forgot something important today,Fear
This project is stressing me out big time,Fear
I feel like everything is going wrong today,Fear
I'm really anxious about what's gonna happen next,Fear
1 was hoping it wouldn't be like this again,Fear
2 feeling kinda nervous for my meeting today,Fear
3 I'm having second thoughts about the party tonight,Fear
5 I feel a bit uneasy about the test results,Fear
6 got a weird feeling something's gonna go wrong,Fear
7 kinda stressed about the traffic today ugh,Fear
8 not feeling super confident right now idk why,Fear
9 little worried that things won't go as planned,Fear
10 had a weird dream and it's got me anxious,Fear
My anxiety is kicking in again tonight somehow.,Fear
Today has been a really overwhelming day so far.,Fear
I'm getting nervous about the job interview tomorrow.,Fear
My day is turning out to be super chaotic.,Fear
"I'm worried about this upcoming exam, to be honest.",Fear
Today has been super stressful for me so far.,Fear
I'm getting anxious about this meeting later today,Fear
My day is spiraling out of control quickly,Fear
"I'm stressing out about money lately, it's crazy",Fear
I just feel really uncertain about my future right now,Fear
I'm worried about this test coming up tomorrow.,Fear
Today has been pretty stressful for me so far.,Fear
I'm feeling pretty nervous about the presentation.,Fear
"I have a lot on my mind right now, ugh.",Fear
I'm starting to feel a bit anxious about tonight.,Fear
I've been feeling pretty stressed out all day.,Fear
My to-do list is really overwhelming me now.,Fear
My anxiety is really getting to me today.,Fear
I'm feeling pretty anxious about the meeting.,Fear
I just can't seem to relax right now.,Fear
I'm really nervous about the interview tomorrow.,Fear
I don't know how I'll make this deadline somehow.,Fear
I'm getting anxious about the upcoming meeting.,Fear
I'm feeling a bit uncertain about my plans.,Fear
My stomach is doing flips thinking about tomorrow.,Fear
I'm having trouble focusing on anything today somehow.,Fear
My mind is racing with thoughts at night.,Fear
My anxiety has been acting up lately again.,Fear
I'm having trouble sleeping due to stress.,Fear
This week has been super busy and chaotic.,Fear
I'm feeling a bit anxious about the meeting today.,Fear
My nerves are getting the best of me now.,Fear
I'm getting a little anxious about the meeting.,Fear
Today feels kind of overwhelming for some reason.,Fear
I've got a weird feeling in my stomach today.,Fear
Too much on my plate is stressing me out.,Fear
Feeling a bit uneasy about this big decision.,Fear
"There's just so much to do, ugh, my head hurts.",Fear
'm worried that something will go wrong today maybe,Fear
My mind is racing and I'm getting anxious already.,Fear
I have a bad feeling about this meeting tomorrow.,Fear
"Today is just not going as planned, ugh!",Fear
Feeling overwhelmed by all these tasks right now,Fear
I'm getting a little worried about my exam results,Fear
"I've got a knot in my stomach, something's off",Fear
I just want to get this over with already,Fear
My mind is racing with too many thoughts today.,Fear
I'm worried that I'll forget something important tonight.,Fear
I feel like I'm running out of time for everything.,Fear
I'm getting a little anxious about meeting new people tonight.,Fear
I feel like I'm losing my mind today.,Fear
Today has been absolutely terrifying for me so far.,Fear
My day has been super stressful from the start.,Fear
I feel like everything is falling apart today.,Fear
My mind is racing and I'm getting anxious fast.,Fear
I'm literally shaking with fear right now what,Fear
I'm worried I won't meet this tight deadline now.,Fear
My anxiety is kicking in and it sucks badly.,Fear
This uncertainty is making me really uneasy now.,Fear
Too much on my plate and it's stressing me out,Fear
I just can't seem to shake off this bad feeling,Fear
I'm getting really nervous about this interview tomorrow.,Fear
Feeling pretty overwhelmed with all this work stuff lately.,Fear
I'm starting to freak out about this deadline coming up.,Fear
Not feeling great about this meeting at work today.,Fear
I'm worried I won't be able to finish on time.,Fear
Feeling a bit anxious about the future right now.,Fear
This week has been really tough on me so far.,Fear
I'm feeling pretty stressed about this deadline looming ahead.,Fear
My day just got way more overwhelming suddenly.,Fear
I'm having trouble sleeping due to some worries tonight.,Fear
Today's been really tough for no apparent reason though.,Fear
My mind keeps racing with worst-case scenarios lately too much!,Fear
"This week's been super hectic, and it's taking a toll.",Fear
I feel kind of nervous about tomorrow's big presentation still!,Fear
"I've been overthinking everything, and it's really frustrating now!",Fear
Today was pretty stressful for me overall.,Fear
I've been worrying nonstop about the exam tomorrow.,Fear
Feeling really anxious about this job interview soon.,Fear
Can't shake off this uneasy feeling inside me today.,Fear
Been having trouble focusing due to stress lately.,Fear
This week has been super chaotic for me already.,Fear
Feeling kinda on edge about the upcoming deadline tonight,Fear
Today has been really overwhelming so far honestly.,Fear
My anxiety is kicking in and it's frustrating.,Fear
I feel like I'm in way over my head here.,Fear
This deadline is stressing me out big time already.,Fear
My stomach is in knots thinking about this meeting.,Fear
I'm really nervous about how things will turn out.,Fear
Today is already feeling pretty anxious for me.,Fear
My anxiety is creeping up on me today.,Fear
I feel like everything is just too much sometimes.,Fear
"I'm starting to get a little freaked out, honestly.",Fear
I'm getting really nervous about this presentation today somehow.,Fear
Tomorrow's exam has been stressing me out a lot lately.,Fear
My mind is racing with all these crazy thoughts tonight.,Fear
I feel so overwhelmed by all these tasks due soon.,Fear
I'm worried that something bad will happen on this trip.,Fear
My anxiety levels are super high at work today.,Fear
I've been having trouble sleeping due to stress lately.,Fear
I'm getting a bit anxious about this blind date tonight,Fear
I'm literally freaking out over nothing right now,Fear
I feel like I'm going to lose it any minute,Fear
This stress is eating away at me,Fear
Panic attacks are ruining my day,Fear
Why am i so anxious all the time?!,Fear
My mind is racing and i cant sleep,Fear
I'm totally freaking out over this test,Fear
My anxiety is suffocating me right now,Fear
My day has been really stressful so far today.,Fear
I'm getting anxious about this upcoming test tomorrow.,Fear
I'm starting to feel really burnt out lately honestly.,Fear
I'm getting nervous about this big presentation tomorrow.,Fear
I feel like I'm drowning in all these responsibilities.,Fear
I'm feeling kinda stuck and unsure what to do next,Fear
Feeling a bit nervous about this test tomorrow morning.,Fear
Not sure if I'm fully prepared for this presentation yet...,Fear
I feel kinda overwhelmed by all these notifications honestly...,Fear
A little anxious about trying something new this weekend...,Fear
I'm getting some butterflies thinking about the party tonight...,Fear
Got a nagging feeling something might go wrong today...,Fear
Feeling really overwhelmed with work right now honestly,Fear
My day has been pretty stressful so far today,Fear
.I'm getting a bit anxious about the deadline looming,Fear
.I don't know how I'll get everything done on time,Fear
Starting to worry that things won't go as planned,Fear
I'm feeling a bit uneasy about the test tomorrow,Fear
.My mind is racing with all these what-ifs lately,Fear
Getting a little anxious about the future sometimes,Fear
.I'm worried that something might go wrong today,Fear
"My day is going okay, but kinda overwhelming too.",Fear
"Today has been pretty chaotic so far, honestly.",Fear
I'm starting to worry about my finances a bit more.,Fear
"This traffic is making me pretty anxious, ugh.",Fear
Being late for work is really stressing me out now.,Fear
.My to-do list is kinda stressing me out today,Fear
I'm feeling somewhat overwhelmed by all these emails,Fear
"My anxiety is pretty high today, ugh.",Fear
I feel overwhelmed by all these tasks suddenly.,Fear
My mind is racing and I'm getting worried.,Fear
I'm getting a bit anxious about this upcoming trip.,Fear
All these responsibilities are stressing me out lately.,Fear
I'm feeling pretty on edge about this situation now.,Fear
I'm so overwhelmed with work and school stuff.,Fear
This situation is making me super anxious suddenly.,Fear
I just feel really on edge today for some reason.,Fear
I'm worried about this upcoming test tomorrow morning.,Fear
I'm freaking out about this project deadline looming near.,Fear
Feeling kinda stressed about this test tomorrow morning,Fear
My day isn't going as planned so far,Fear
I'm worried I forgot something important today,Fear
I feel a bit overwhelmed with work right now,Fear
Today has been pretty chaotic for me so far,Fear
I'm not sure if I made the right decision,Fear
My anxiety is kicking in for no reason,Fear
I feel really nervous about this meeting tomorrow,Fear
I'm having trouble sleeping because of stress,Fear
I'm kinda freaking out about this deadline looming,Fear
I'm seriously stressing about my exams next week.,Fear
I'm so overwhelmed with work and school right now.,Fear
I'm getting really worked up over nothing again.,Fear
I just want to crawl under a rock and hide.,Fear
I'm feeling super stressed about this project deadline tonight.,Fear
"My day is already overwhelming, and it's only morning.",Fear
I'm getting really anxious about this upcoming exam week.,Fear
I'm having trouble sleeping due to all my worries.,Fear
"Today's news has got me pretty on edge, honestly.",Fear
My anxiety is creeping up on me again suddenly.,Fear
I'm feeling kinda lost and uncertain about my future plans.,Fear
All these responsibilities are weighing heavily on me now.,Fear
I'm getting really stressed about this deadline looming over me,Fear
My mind keeps racing and I need to sleep tonight,Fear
I feel like something bad is going to happen soon,Fear
I'm getting anxious about this meeting at work tomorrow,Fear
My thoughts are all over the place right now help,Fear
I just can't seem to shake off this nervous feeling,Fear
I've been having these weird panicky feelings lately idk why,Fear
My heart is racing and I need some fresh air,Fear
My mind keeps racing and it's hard to focus.,Fear
I'm getting a little stressed about this upcoming test.,Fear
My anxiety is starting to kick in again tonight.,Fear
I'm worried that things won't go as planned today.,Fear
I'm feeling a bit uneasy about this whole situation.,Fear
"My to-do list is stressing me out, ugh!",Fear
I'm feeling kinda overwhelmed with work today.,Fear
I've got butterflies in my stomach suddenly.,Fear
Can't shake this uneasy feeling all day.,Fear
My anxiety is spiking for no reason.,Fear
Feeling pretty uneasy about this test tomorrow.,Fear
Too much going on and I'm freaking out.,Fear
Worried that things might not go as planned,Fear
I'm worried about this meeting later today somehow.,Fear
I feel anxious about my upcoming exam date.,Fear
"My day is not going as planned, it seems.",Fear
"Too many things on my mind right now, ugh.",Fear
"I'm stressing about this deadline, need to focus.",Fear
"My anxiety is kicking in, time to take breaks",Fear
I'm getting a little stressed about work today.,Fear
Feeling a bit overwhelmed with school right now.,Fear
"My day is going okay, but kinda nervous too.",Fear
Starting to worry about the deadline looming near.,Fear
Feeling sorta anxious about the meeting today.,Fear
Hoping everything goes smoothly at the interview.,Fear
My mind is racing and I'm getting a bit tense.,Fear
Feeling a little uneasy about the big test soon.,Fear
Kinda freaking out about running late again today.,Fear
Today's been one of those really anxious days.,Fear
"I'm so overwhelmed, don't know what to do.",Fear
I'm feeling super on edge all the time lately.,Fear
This anxiety is literally eating away at me.,Fear
I'm getting pretty stressed about this deadline looming near,Fear
My mind keeps racing with all these what-ifs today,Fear
I'm feeling really overwhelmed with work and life right now,Fear
"Today's been a struggle, my anxiety is on high alert",Fear
I'm worried sick about this upcoming test tomorrow,Fear
"My thoughts are all over the place, can't focus much",Fear
"This uncertainty is killing me, need some clarity ASAP",Fear
Feeling pretty anxious about meeting new people tonight,Fear
"My day's been going downhill, and I'm getting anxious",Fear
"Can't shake off this uneasy feeling, what's wrong with me",Fear
I'm getting really stressed out about this deadline.,Fear
Today has been pretty nerve-wracking so far.,Fear
I'm worried I'll mess up this job interview tomorrow.,Fear
I'm freaking out about not meeting expectations somehow,Fear
My mind won't stop racing at night anymore suddenly,Fear
I feel completely overwhelmed by my schoolwork right now,Fear
Today has been an absolute disaster for me so far,Fear
I'm literally shaking from stress and anxiety,Fear
My heart is racing just thinking about it all,Fear
I'm so anxious I can barely breathe sometimes,Fear
My anxiety is getting worse every single day,Fear
I'm just really struggling to cope with everything,Fear
I'm feeling a bit stressed out today already,Fear
My day is getting overwhelming fast,Fear
I have so much work to do today ugh,Fear
Feeling kinda anxious about this meeting,Fear
My mind is racing and I need sleep,Fear
Today's schedule is making me nervous,Fear
I'm worried that I forgot something important,Fear
My head is spinning with too many thoughts,Fear
Feeling pretty anxious about this deadline looming,Fear
I'm getting a bit worked up over nothing probably,Fear
My anxiety is kicking in big time today ugh,Fear
I don't know if I can handle all this stress,Fear
I'm really worried about this upcoming exam,Fear
Today is turning out to be super stressful,Fear
I feel so behind on everything I need to do,Fear
I'm getting really anxious about this big decision,Fear
I feel kind of overwhelmed with work right now.,Fear
Today has been really tough for me emotionally somehow.,Fear
I just want to go home and relax already tonight.,Fear
I'm starting to feel anxious about this test tomorrow.,Fear
My heart keeps racing and it's freaking me out actually,Fear
I'm feeling kinda stressed about this deadline today,Fear
My mind is racing with all these worries lately,Fear
I'm getting a bit anxious about the exam tomorrow,Fear
Today has been pretty overwhelming so far for me,Fear
My day is off to a pretty rough start already,Fear
I'm worried that I'll forget something important today,Fear
I feel like I'm running out of time for everything,Fear
I'm feeling a bit on edge about the meeting later,Fear
I'm worried that I might be late for my meeting.,Fear
My anxiety's been acting up all day long ugh.,Fear
I don't know how I'm gonna get all this done.,Fear
I'm freaking out a bit about this presentation tomorrow.,Fear
Replaced:  My thoughts are all over the place right now.,Fear
I feel kinda anxious about what's gonna happen next week,Fear
Today is just one big anxious mess for me.,Fear
My thoughts are racing and it's driving me crazy.,Fear
I feel like everything is spiraling out of control.,Fear
This day has been a complete anxiety disaster so far.,Fear
"My stress levels are off the charts right now, help!",Fear
I feel really overwhelmed with school right now.,Fear
I'm anxious about this job interview tomorrow morning.,Fear
My thoughts are all over the place lately it seems.,Fear
This week has been really tough on my nerves.,Fear
I'm getting a little nervous about this big decision ahead,Fear
I'm really worried about this upcoming exam tomorrow morning,Fear
My anxiety is kicking in before the big presentation,Fear
I feel kinda overwhelmed with work stuff right now,Fear
I'm stressing out over my finances at the moment,Fear
My heart is racing just thinking about it honestly,Fear
I don't know if I can handle all these deadlines,Fear
I'm having trouble sleeping due to stress lately,Fear
I feel really anxious about meeting new people today,Fear
My mind is racing with all these what-ifs and maybes,Fear
I'm getting a bit worked up about the election results,Fear
Today was way more overwhelming than expected honestly.,Fear
"Worried that something bad might happen soon, idk why.",Fear
I've got butterflies in my stomach for no reason lol,Fear
Feeling kinda lost and unsure what to do next.,Fear
My anxiety is spiking and I need some air.,Fear
I've been having these weird anxious thoughts all day.,Fear
I just wanna get through this week already ugh,Fear
I'm a bit worried about my exam tomorrow morning,Fear
My mind is racing with thoughts about the future,Fear
I'm getting a little nervous about this presentation,Fear
Starting to feel a bit stressed about the deadline,Fear
Having some doubts about my decision lately,Fear
My day is feeling kind of uncertain today,Fear
Feeling a tad anxious about meeting new people,Fear
I'm stressing about this deadline and it's not helping.,Fear
My anxiety is spiking just thinking about it honestly.,Fear
"This uncertainty is killing me, need some answers ASAP.",Fear
"Feeling a bit on edge about this upcoming exam, ugh.",Fear
I'm having trouble sleeping due to all these worries lately.,Fear
"I'm literally shaking with anxiety right now, help!",Fear
"This situation is giving me major panic attacks, ugh!",Fear
"My heart is racing and my palms are sweating, no!",Fear
"I'm having a major anxiety attack, can't breathe!",Fear
Everything feels too much for me to handle right now.,Fear
"My thoughts are spiraling out of control, freaking out!",Fear
My schedule looks kinda crazy this week.,Fear
I'm hoping everything goes smoothly tomorrow.,Fear
I've got a lot on my mind lately.,Fear
My nerves are acting up a little bit.,Fear
"I don't want anything to go wrong today,",Fear
I've got some stuff I need to figure out.,Fear
"I'm a bit worried about my exam tomorrow,",Fear
My mind keeps racing at night sometimes.,Fear
I'm trying not to overthink everything.,Fear
"My mind is racing with thoughts, can't sleep tonight.",Fear
"I'm worried about the interview tomorrow, hope I'm ready)",Fear
I'm getting anxious about running out of time always behind),Fear
My to-do list is stressing me out a bit today),Fear
I feel a bit nervous about meeting new people tonight,Fear
I'm getting concerned about not hearing back from them,Fear
"My brain is buzzing with worries, can't relax tonight",Fear
My mind is racing and I'm so anxious right now.,Fear
Today has been an overwhelming day for me already.,Fear
I'm seriously stressed out about paying my bills late.,Fear
Everything feels like it's crashing down on me suddenly.,Fear
"My anxiety is through the roof right now honestly speaking,",Fear
"Waiting for news from the doctor is killing me slowly,",Fear
I just want to escape from all these worries somehow,Fear
I have a lot on my plate right now.,Fear
I feel anxious when I think about the future.,Fear
My day is getting busier by the minute.,Fear
I'm starting to feel a little uneasy about this trip.,Fear
I have so much to do and not enough time.,Fear
I'm getting a bit nervous about the test results.,Fear
This week is already stressing me out somehow.,Fear
I'm worried I won't meet my expectations somehow.,Fear
I'm feeling a bit on edge about this test.,Fear
I'm getting anxious about the future lately.,Fear
I'm getting a bit anxious about this presentation soon.,Fear
My day has been pretty nerve-wracking so far today.,Fear
This situation is making me super uncomfortable right now.,Fear
I'm getting a little anxious about this upcoming deadline quickly.,Fear
I'm feeling kinda nervous about this meeting today.,Fear
My day is getting a bit overwhelming already.,Fear
I'm slightly worried about that deadline looming near.,Fear
I feel a little anxious about trying something new.,Fear
My mind keeps wandering and it's stressing me out.,Fear
I'm not sure if I'm ready for this big change.,Fear
Today's been pretty busy and it's freaking me out.,Fear
I've got a weird feeling something might go wrong.,Fear
My schedule is packed and it's making me tense.,Fear
I'm getting a bit anxious about what's coming next.,Fear
My day is getting overwhelming already.,Fear
This test is making me super nervous now.,Fear
I feel anxious about meeting new people tonight.,Fear
Today has been really hectic so far for me.,Fear
I'm getting worried that I'll be late again.,Fear
I'm feeling pretty anxious about tomorrow's meeting.,Fear
I'm feeling pretty stressed about this exam tomorrow morning.,Fear
I'm getting a little anxious about the party tonight somehow.,Fear
Today has been really overwhelming for me so far honestly.,Fear
I'm getting a little nervous for the presentation.,Fear
I'm feeling a bit on edge about tomorrow.,Fear
This project is making me a bit anxious too.,Fear
"I'm having some trouble sleeping tonight, ugh.",Fear
I feel a bit uncertain about my plans tomorrow.,Fear
Feeling a bit nervous about my meeting today.,Fear
My day is getting pretty overwhelming already.,Fear
I'm a little stressed about this project deadline.,Fear
Not sure what's wrong but I feel uneasy somehow.,Fear
Today feels like it's going by really fast.,Fear
Starting to get a bit anxious about the weekend.,Fear
I feel like there's too much on my plate now.,Fear
Just got a weird feeling something's off today.,Fear
My to-do list is making me feel kind of anxious.,Fear
Not feeling super confident about this decision yet.,Fear
Today's been pretty overwhelming so far honestly.,Fear
I'm feeling a bit anxious about the test tomorrow.,Fear
My day's been filled with way too many worries.,Fear
I feel like everything's piling up on me suddenly.,Fear
I've been feeling kind of on edge all morning.,Fear
This week's schedule is making me really anxious already.,Fear
I'm getting a little stressed about the party tonight.,Fear
I just want to get this over with already.,Fear
I'm feeling overwhelmed by all these tasks ahead.,Fear
I'm not sure if I can handle all of this.,Fear
I feel slightly anxious about the party tonight.,Fear
My schedule is looking pretty hectic this week.,Fear
I'm feeling a tad uneasy about the meeting today.,Fear
This traffic is making me a bit anxious too.,Fear
I'm getting a little nervous about the presentation later.,Fear
I feel completely overwhelmed with all these tasks.,Fear
I'm literally shaking with fear about the test today.,Fear
I'm so stressed out about this project at work.,Fear
I feel like I'm having a panic attack or something.,Fear
I'm really scared about what's going to happen next week.,Fear
I feel totally trapped and don't know what to do,Fear
My stress levels are through the roof lately.,Fear
Today's been a pretty chaotic day so far.,Fear
I feel like everything is going wrong today.,Fear
This traffic is making me so anxious already.,Fear
I'm really dreading this meeting at work tomorrow.,Fear
I'm not sure if I'm ready for this exam tomorrow.,Fear
My mind's racing and I need some sleep ASAP.,Fear
This project deadline is making me really nervous now.,Fear
I'm feeling a bit uneasy about the upcoming meeting.,Fear
"My anxiety's been creeping up on me lately, ugh.",Fear
My mind is racing and it's only 8 am.,Fear
I have a bad feeling about this meeting later.,Fear
My stomach is doing flips thinking about the test.,Fear
This traffic is stressing me out so much right now.,Fear
I've got a nagging feeling something will go wrong today.,Fear
I'm getting a little stressed about this deadline now.,Fear
My head is spinning with all these problems lately.,Fear
"Feeling a bit stressed about work today, ugh!",Fear
My anxiety's been creeping up on me lately.,Fear
"My day's been a bit chaotic so far, no focus.",Fear
"Starting to feel some pre-game jitters, haha!",Fear
Feeling kinda on edge about this meeting later.,Fear
"Today's tasks are making me a bit anxious, sigh.",Fear
Been having some small worries about my finances lately.,Fear
"Need to take some deep breaths, feeling a bit uneasy!",Fear
"I've been feeling pretty overwhelmed lately, to be honest.",Fear
"My anxiety is really high today, not sure why.",Fear
Today has been a tough day for me mentally.,Fear
I'm stressing about this upcoming deadline at work.,Fear
My day started off on the wrong foot already.,Fear
Feeling really anxious about my future right now.,Fear
Today's been a rollercoaster of emotions for me so far.,Fear
I'm getting a little stressed about this deadline now,Fear
I feel kinda overwhelmed with all this work stuff,Fear
Today is just one of those anxious days for me,Fear
I'm worried about how this conversation will go,Fear
My nerves are getting the better of me right now,Fear
I'm having a hard time focusing due to stress,Fear
This uncertainty is really getting to me today,Fear
I feel like I'm losing control of my schedule,Fear
I'm starting to feel really anxious about tomorrow,Fear
I'm getting nervous about this presentation tomorrow.,Fear
"My day is not going as smoothly as planned, ugh.",Fear
My day is already stressing me out badly.,Fear
My mind is racing with too many thoughts tonight.,Fear
I'm starting to worry about my finances again lately.,Fear
This project is giving me a lot of anxiety somehow.,Fear
My thoughts are all over the place this morning suddenly.,Fear
I feel like I'm going to lose my mind,Fear
Today is just too overwhelming for me already,Fear
I'm so anxious about this test on Friday,Fear
I feel like everything is spiraling out of control,Fear
I just want to crawl under a rock and hide,Fear
I'm feeling kinda stressed about this deadline tonight.,Fear
I'm worried about what might happen tomorrow.,Fear
I feel a little anxious about this upcoming test.,Fear
This week has been really draining for me already.,Fear
My stomach is doing flips thinking about that meeting tomorrow.,Fear
I'm getting a little nervous about the future lately,Fear
Today's tasks are stressing me out already.,Fear
I'm starting to worry about this upcoming exam.,Fear
My day isn't going as smoothly as planned so far.,Fear
Today's news has got me feeling pretty uneasy.,Fear
My thoughts are jumbled and it's making me anxious.,Fear
I feel overwhelmed with school and work.,Fear
My anxiety is kicking in again tonight.,Fear
I'm feeling pretty anxious about the test tomorrow.,Fear
My thoughts are all over the place lately.,Fear
I'm starting to feel really overwhelmed at work.,Fear
I'm getting nervous about the presentation today.,Fear
I feel kinda overwhelmed with all these tasks.,Fear
"Today has been pretty stressful so far, honestly.",Fear
I'm starting to worry that I'll forget something important.,Fear
I'm getting anxious about my job interview soon.,Fear
