tid	text	admiration	amusement	anger	annoyance	approval	boredom	calmness	caring	courage	curiosity	desire	despair	disappointment	disapproval	disgust	doubt	embarrassment	envy	excitement	faith	fear	frustration	gratitude	greed	grief	guilt	indifference	joy	love	nervousness	nostalgia	optimism	pain	pride	relief	sadness	surprise	trust
33082	She looked at the grate and remembered—Gheena was too generous to recall it often—that it was her father’s money which paid for everything, and that in a few years’ time the house would be her own.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
35394	Guy took the papers, and wonderingly spelled out the letters represented by the musical notes, from the scale Blaine had given him.	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36039	For a moment the boys were so bewildered by these astounding words that they could hardly credit their ears.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
36939	Before he left England, his poem on Venice was printed in _Blackwood_, and very highly praised by Christopher North.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38243	From the time we had left our launch on the Meta, we had been singularly fortunate in always having good animals and honest, reliable men to take care of them and attend to our wants on the way.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
40681	The shoulder is perfect, the arm is charming, perhaps a little thin--what know I?	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42522	You aren't good for anything, now he's here, always running off with him," Hubert grumbled.	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42950	The poor man pointed to his brand in the stolen herd and protested.	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43001	I am not any longer a boy to be ordered about, and I must insist on no more of this sort of interference with my affairs.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43051	asked the Doctor, scowling resentfully at the facetious drawings and legends on the walls, where the dampness glistened in the sickly light.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43139	So I put whatever dignity I had in my pocket, and squalled, fancying you were all round the corner, but the only effect was to make the brutes toss their heads and stare the harder.'	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43173	Ain't I bad enough already that you try to make me worse?'	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43354	he snapped, and plunged through the gate to get away from her.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43558	NIXON Aw shut up woman--You ain't had no taters for no pit to root up.	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43576	No doubt, you are very triumphant over my downfall," she concluded, acrimoniously.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
43657	Julian dropped the watch and went on his way in an ill humor.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43733	Losch came up out of his chair with a heavy, angry look.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44023	said Juan, indignantly, "these words from the mouth of a Spaniard, would be terms of mortal injury; and infidel though you be, yet you must know, they bear the sting of insult.	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44077	Bess wrung her towel again, and regarded the mountain with manifest impatience and trouble.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
44167	Go to, I’ll no more on it; it hath made me mad.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44177	Gabriel spoke indignantly, and pressed his foot into the carpet with a scornful look.	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44179	I am uneasy at your long stay, and engaged with my friend Biddulph, or I should have followed you in person.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
44255	After a stiff breeze in a Chancery Court, the judge snapped out, "Well, I can't teach you manners, Mr.	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44468	Gruff voices cried out vociferously; heavy boots kicked at the gates; the angry dogs barked till they choked.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44476	I was brought to town by the vexatious accounts from Vienna, which give too great a chance of our being disappointed in our best hopes by the blind and perverse selfishness of Austria's counsels.	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
44833	I do not like to be called a coward, even by implication; and here I lost my temper and propounded an untimely ultimatum.	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44842	Young fellow," cried Denham, "don't you presume on my friendliness and forget that you're a private in my troop."	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44891	He also heard an irritable, weak, feminine voice exclaiming: "Be silent--be silent--or you shall all have fifty lines!"	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45264	I only want fresh air--for God's sake, stay here; do not follow me!	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45305	Yet stay—that lurdane Bolt is getting intolerably lazy and insolent, and methinks he robs me!	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45351	The doctor arched his eyebrows till they nearly touched the roots of his hair, screwed up his mouth to the size of a buttonhole, and gave vent to a prolonged "wh-e-w!"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
45387	v {1} [A; ac1] make muttering noises in angry protest or displeasure.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45444	The chevalier assumed almost an angry air, as he replied, “Monseigneur, you are subjecting me to cross-examination; you treat me as a criminal at the bar; the rumors which idly pass by a gentleman’s ears do not remain there.	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45571	She sighed; while her temper took a nasty turn towards her yellow-faced, apologetic little General, waiting patiently for sight of the English newspapers, under the veil of mosquito netting in his little bed.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
45902	In spite of all the musk that now filled the room, the turpentine betrayed itself almost as soon as I cried “Stop!” Annabella, with a shriek of disgust, flung the bottle furiously into the fireplace.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45999	Hammond, his red neck swelling over the top of his collar, and his small, close-together black eyes flashing angrily, got up and made a threatening move toward his questioner.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46311	Impatiently he paced up and down, stopping at a window for a moment and looking out into the night.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
46559	She had for the fiftieth time reproached him for sending Torpenhow away.	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46602	Home with you, and keep out of my way, if you know what is good for you!”	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46683	'W-w-what would I be a-doin' of, Amos Jeemes, whilst ye war a-flingin' m-me over the b-b-bluff?'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46695	On one occasion the sheriff, becoming impatient with an agent's protracted speech, rebuked him thus: "Be brief, be brief, my dear sir; time is short and eternity is long!"	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
46819	Indignant with Hogg for saying the poet was mortified by the miscarriage of his efforts for Ireland, he publishes the very words in which Shelley acknowledges the failure of his schemes.	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46842	Sometimes one gets cross, though, and it is so provoking about the left-out ones, and the won't-play ones, and the ones that want everything done some other way, and then let you do it after all.	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46906	The voice sounded very gruff and ill-humoured, and the speaker glared angrily, more than looked, at the boy.	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53668	If one may guess at the spirit by the letter, it is filled with truths, and I consider that the Christian books abound in divine revelations.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
54034	Your admission to the house guaranties you as a proper acquaintance, there are no introductions, and you may address any one in any language you can coin into a sentence.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56225	exclaimed Gabrielle, "He is a fine young man, of an interesting type.	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56234	He saw in an instant the scheme with all its far-reaching possibilities, and assented.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56286	I declare, you look a good deal as Eva used to when she was your age.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
56367	The Mexican minister of war under the government that overthrew Paredes publicly endorsed it; and at least two well-qualified foreign observers, Duflot de Mofras and the biographer of Lord Aberdeen, took the same view.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56428	Heav'n bless thee; Thou hast the sweetest face I ever look'd on.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56445	I have been aided, confirmed, encouraged by many, and most of all by one.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56467	I thought so; come up my hearty, and give me a shake of your hand.”	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
56468	He fully approved of all Percy had done; and when he heard of the proposed dummies, he thought the idea excellent.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56552	Accordingly they exclaimed 'Very well,' approving his bad words, as if they were good, and all of them engaged themselves to do so, all--save the Bodhisattva.	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56821	We are very well disposed towards the English, my aunt and I.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56849	Jurgen looked full upon her: she was lovely as a hawk is lovely: and of all that Jurgen saw Jurgen approved.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
56957	Underofficer Durk says you're voted the best darn space commander that ever flew the stars.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57057	You say he is an intelligent, honest, industrious lad; and that he understands book-keeping, and writes a good hand: I am sure he is much obliged to you for giving him a good education.”	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57101	By the way, what you say about Switzerland in July delights me.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
57135	Yes, the flat was charming, they agreed, as they walked up Piccadilly.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57148	At his entreaty I have agreed to put in a seton, which they seem all to recommend.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57375	AGREED unanimously on this 28th day of October 1835 in the presence of His Britannic Majesty's Resident.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57398	But Palmerston privately told {216} the French Ambassador that he strongly approved of what had been done.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57545	The King answered: That is well spoken and like a man, and good fortune will go with you.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
57595	The little man looked up at him approvingly, and said, modestly: “You are indeed wise, Serapion, and I will do my best to help you.	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
57692	As Janet entered Lise looked up and exclaimed:--"Say, that Nealy girl's won out!"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
57898	Her form she praised; the monarch asked her years, And she replied, the same that Myrrha bears.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57946	Mr. Scott had come from Paris before Jean was back, and he, too, approved of Bettina's plan, for they wished her to marry only one she truly loved.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
58036	Tinkle agreed; the rod was taken to pieces and the lines put away, and then the pair stood up.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58183	I shall be glad to see you if I ever come your way.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
58217	He told me Mr. Blaine was with you, and I wish to congratulate him on his marvelous success.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58248	Your wishes are good ones, all of them, and I hope you will get them, and get them soon."	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
58687	The mestizo gravely approved of his plan and together they retraced their steps until they came to the hole in the wall.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
58780	By jove, Sunny, you have the prettiest complexion of any girl I've ever seen.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59059	I do see it all quite well, and it is very romantic, and we are quite enjoying it I can assure you, mamma.”	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
59412	A shrill cheer rose from the eight boys, who could see him through the further window.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
59551	And from the sepulchre of thy father, from beneath these primeval cedars, his spirit blesses thee and says, The favour of the Lord thy God be upon thee.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59872	Miss Drummond is the cleverest person I know, and Miss Webb is a perfect noodle!"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
59907	Then, turning to Drost, he gave his opinion that their condition was excellent.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60038	I rather fancy she thinks me one of the most admirable of mortals; and I firmly believe her to be one of the most daintily supernatural of fairies.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
60073	And well hast thou merited them, since thou unarmed hast slain so powerful a knight as this.'	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
60133	All very satisfactory, very consoling to the covetous master of the Hold.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60397	This accommodating spirit was hailed as altogether satisfactory by Lady Haigh, although she took occasion in private to admonish Cecil not to make Charlie proud by letting him think that she could not do without him.	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60525	Heaven bless thee!’ With that he got into his coach, and drove off to the Vatican.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60540	I then asked that a paper be prepared, just what would satisfy, and I would endorse it.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60801	Behold, while she before the altar stands, Hearing the holy priest that to her speaks, And blesses her with his two happy hands.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
60818	And whether inmates or outsiders, citizens or natives of provinces, everyone speaks high of him.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62560	Could Ruth have seen the malevolent look that was upon the face of her companion at this moment, she would have been struck with horror.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
63476	The excuse merely proves that he was sufficiently unscrupulous to follow up one fraud by another, and to cheat his suitors out of the consideration upon which they had parted with their money.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63582	Stale and jaded, like a drab after a night of excess the dawn came in.	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
63620	But in truth, Carlos, things have been abundantly dull since the fall of St. Quentin.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63650	A hundred hours of intolerable dullness and stagnation pass over our heads.	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63831	I certainly have got a case of humdrumness and fatigue on for the ones I do know.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64350	They are always so dull, these poor creatures—it is really impossible to go and see them!	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64460	And so it was; and from that time he always remained lame.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64515	The dinner-party was as other dinners at Briarwood; all the arrangements perfect; the _menu_ commendable, if not new; the general result a little dull.	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64548	There's nothing humorous in sight; Don't mind if I am dull to-day.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64693	Cousin Greta saw to it that Joey made an excellent meal, but it was certainly a dull one.	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64698	The day passed in horrible monotony; our straw had become so foul that my head swam with the stench.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65074	As for the immediate present, Fate had saddled him again with an afternoon of moody indolence.	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65108	They had hated war, most of them, but this peace seemed flat and unprofitable to their souls.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65200	In dreary state Jack dined by himself in the big dining-room, leaving the food almost untouched.	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
65215	A tedious, troublesome man or woman, one who bores the ears of his hearers with an uninteresting tale; a term much in fashion about the years 1780 and 1781.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65261	An unpicturesque, uninteresting place, windblown, treeless, but with sands--not always obtainable on the north coast--and with noble cliff scenery within easy reach.	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65321	said Louise, with a total loss of interest in the gentleman's city or country.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
65509	And nobody gives them credit for being anything but a lot of dissipated loafers.”	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65521	It’s away back yander,” observed one of the posse, reluctant and disaffected.	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65645	I am obliged, on account of her exceeding dullness, to spend much time in teaching her out of school, in order that she may be able to keep up with her classes.	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65655	The railroad journeys tired and bored her since there was no lively Polly across the aisle to invent new plays for her or take the lead in the old ones.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65687	After all, Fields, let us own the truth: writing folks are bores.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
65742	Two uninteresting, anxious-eyed, middle-aged men, who looked a trifle scared and uncertain as to their right to be there, appeared suddenly inside the railing, and no one doubted for an instant that they were the defendant's lawyers.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
65769	Evan had worn throughout an air of apathy, which might have been the stale apathy of one who wants nothing.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
65915	He might start in the centre of the republic and travel for scores of leagues east, west, north or south, and find the same unending monotony.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66139	Still our road lay over this track of uncultivated country, and our eyes were fatigued by observing nothing but a white expanse of ground, where no bramble or stunted shrub adorned its barrenness.	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66411	His quips were silent too, and his brain was empty as his sack; he slank along, and seemed to decline popular observation.	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
66753	I said in my heart, “I am sick of four walls and a ceiling.	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
